cycle_index,discharge_capacity_Ah,discharge_capacity_norm,source_file,cell_index
1,1.1000807,1.0,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
2,1.1020051,1.0017493262085226,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
3,1.102657,1.00234191909739,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
4,1.1040769,1.0036326425870392,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
5,1.1039258,1.0034952890274325,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
6,1.1043959,1.0039226213131456,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
7,1.105153,1.0046108435499324,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
8,1.1044422,1.003964709134521,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
9,1.1046798,1.004180693289138,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
10,1.1037184,1.0033067574042522,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
11,1.1052283,1.004679293073681,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
12,1.1062659,1.0056224966041127,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
13,1.1060829,1.0054561451718953,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
14,1.1041813,1.0037275447155833,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
15,1.1038018,1.0033825700241812,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
16,1.1056149,1.0050307218370436,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
17,1.1054384,1.0048702790622543,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
18,1.105719,1.0051253512583214,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
19,1.1073115,1.006572972328303,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
20,1.1063375,1.0056875827382483,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
21,1.1059513,1.0053365175845737,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
22,1.1090546,1.0081574924457815,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
23,1.1048298,1.0043170469221032,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
24,1.1059302,1.0053173371735364,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
25,1.1039966,1.003559647942192,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
26,1.1050439,1.0045116690075557,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
27,1.1048002,1.004290139805198,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
28,1.104663,1.0041654216822458,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
29,1.1050079,1.0044789441356439,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
30,1.1044145,1.0039395291636333,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
31,1.106681,1.0059998325577388,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
32,1.1055276,1.0049513640226577,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
33,1.1067239,1.0060388296967668,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
34,1.1061964,1.005559319420839,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
35,1.1078404,1.0070537552381384,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
36,1.1067764,1.0060865534683048,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
37,1.1079878,1.0071877454081324,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
38,1.1077327,1.0069558533296694,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
39,1.1082302,1.0074080928790043,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
40,1.1073993,1.0066527846547986,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
41,1.1062022,1.0055645917613136,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
42,1.1084968,1.0076504387359946,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
43,1.1076999,1.006926037335261,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
44,1.1074901,1.0067353240539536,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
45,1.1085035,1.007656529198267,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
46,1.1085968,1.0077413411579714,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
47,1.107811,1.0070270299260775,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
48,1.0936602,0.9941636099969757,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
49,1.0960118,0.9963012713521837,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
50,1.0983797,0.9984537498021736,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
51,1.0992988,0.999289233962563,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
52,1.0980873,0.9981879511203133,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
53,1.0985821,0.9986377363042549,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
54,1.0987306,0.9987727264008904,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
55,1.0988977,0.9989246243480138,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
56,1.0995477,0.9995154900908634,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
57,1.1001132,1.0000295432871427,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
58,1.0990877,0.9990973389497697,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
59,1.1006629,1.0005292339007494,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
60,1.1009983,1.0008341206240599,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
61,1.1039728,1.0035380131657614,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
62,1.1028477,1.0025152700161,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
63,1.1027966,1.0024688188784696,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
64,1.104308,1.003842718084228,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
65,1.1054265,1.0048594616740392,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
66,1.1060693,1.0054437824425062,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
67,1.1053213,1.0047638323261194,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
68,1.1059343,1.0053210641728376,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
69,1.1052619,1.0047098362874651,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
70,1.1059299,1.0053170644662706,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
71,1.1073488,1.0066068789317002,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
72,1.1060269,1.0054052398155882,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
73,1.1075054,1.006749232124516,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
74,1.1064942,1.005830026833486,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
75,1.1067384,1.0060520105479536,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
76,1.1077266,1.0069503082819287,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
77,1.1075556,1.0067948651403484,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
78,1.1071922,1.0064645257388847,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
79,1.1092383,1.008324480194953,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
80,1.1087635,1.0078928754954068,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
81,1.1069604,1.0062538139247421,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
82,1.1061412,1.0055091412839077,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
83,1.1085187,1.0076703463664076,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
84,1.108229,1.0074070020499406,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
85,1.1094826,1.0085465548118424,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
86,1.1084212,1.00758171650498,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
87,1.1101186,1.0091246942156153,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
88,1.1083679,1.0075332655140665,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
89,1.107034,1.0063207181073173,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
90,1.1070271,1.0063144458402007,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
91,1.103673,1.0032654877046747,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
92,1.1060048,1.0053851503803313,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
93,1.1058398,1.0052351613840695,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
94,1.105558,1.0049789983589388,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
95,1.1062187,1.00557959066094,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
96,1.1031446,1.0027851593069492,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
97,1.106259,1.0056162243369966,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
98,1.1047862,1.0042774134661212,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
99,1.101571,1.0013547187947214,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
100,1.1052729,1.0047198355538824,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
101,1.1050026,1.0044741263072792,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
102,1.1058006,1.0051995276346546,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
103,1.1029084,1.0025704477862398,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
104,1.1046779,1.0041789661431204,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
105,1.103953,1.00352001448621,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
106,1.1044816,1.0040005246887798,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
107,1.1022094,1.0019350398566216,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
108,1.1009777,1.0008153947251326,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
109,1.103273,1.0029018780167673,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
110,1.1024525,1.0021560236444473,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
111,1.1040493,1.0036075535185738,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
112,1.1054246,1.0048577345280216,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
113,1.1047829,1.004274413686196,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
114,1.103741,1.003327301351619,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
115,1.1063143,1.0056664933763497,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
116,1.104709,1.004207236796355,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
117,1.1059221,1.0053099740773563,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
118,1.1064982,1.0058336629303652,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
119,1.1062199,1.0055806814900035,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
120,1.1074793,1.0067255065923801,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
121,1.1030799,1.00272634543993,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
122,1.1052873,1.0047329255026474,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
123,1.103705,1.0032945764797074,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
124,1.106436,1.0057771216238955,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
125,1.1066085,1.0059339283018056,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
126,1.1055964,1.005013904888978,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
127,1.1084081,1.0075698082877012,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
128,1.1067842,1.006093643857219,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
129,1.1066562,1.0059772887570886,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
130,1.105046,1.0045135779584171,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
131,1.1058128,1.0052106177301356,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
132,1.1075082,1.0067517773923313,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
133,1.1051648,1.0046215700357257,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
134,1.1066262,1.0059500180304954,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
135,1.1041461,1.0036955470630473,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
136,1.1067781,1.0060880988094785,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
137,1.1063468,1.0056960366634922,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
138,1.1033949,1.0030126880691572,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
139,1.105328,1.004769922788392,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
140,1.1048748,1.0043579530119926,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
141,1.1065886,1.0059158387198321,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
142,1.103644,1.0032391260023017,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
143,1.1032732,1.0029020598216114,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
144,1.1047258,1.0042225084032472,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
145,1.1072932,1.0065563371850812,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
146,1.1062508,1.0056087703383942,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
147,1.1085298,1.007680436535247,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
148,1.1067302,1.0060445565493514,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
149,1.1068885,1.0061884550833406,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
150,1.1063423,1.005691946054503,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
151,1.1072953,1.0065582461359428,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
152,1.1082046,1.0073848218589783,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
153,1.1075987,1.0068340440842205,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
154,1.1076841,1.0069116747525886,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
155,1.1114026,1.0102918813137982,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
156,1.1104335,1.0094109459424205,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
157,1.1106004,1.0095626620846998,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
158,1.105476,1.0049044583729176,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
159,1.1074851,1.0067307789328546,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
160,1.1097603,1.0087989908376722,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
161,1.1089766,1.0080865885566397,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
162,1.1096168,1.0086685458621354,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
163,1.108932,1.008046046076438,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
164,1.1099564,1.0089772504871688,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
165,1.1098776,1.008905619378651,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
166,1.1072363,1.0065046137069764,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
167,1.1101574,1.0091599643553424,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
168,1.1108778,1.0098148254032635,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
169,1.1119614,1.010799844047805,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
170,1.107953,1.0071561113652845,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
171,1.1118054,1.010658036269521,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
172,1.1091632,1.0082562124760484,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
173,1.1095116,1.0085729165142159,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
174,1.1093307,1.0084084740328596,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
175,1.1080823,1.0072736481969005,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
176,1.1097866,1.0088228981746523,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
177,1.111285,1.0101849800655536,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
178,1.1117587,1.010615584838458,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
179,1.1136328,1.0123191871287263,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
180,1.1163546,1.0147933692500923,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
181,1.1102816,1.0092728651634377,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
182,1.1127634,1.0115288814720593,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
183,1.1108595,1.009798190260042,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
184,1.1100341,1.009047881669045,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
185,1.1116238,1.0104929574712112,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
186,1.1117089,1.0105703154323133,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
187,1.1112754,1.0101762534330436,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
188,1.1129707,1.0117173221928173,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
189,1.1095741,1.0086297305279512,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
190,1.1110375,1.0099599965711605,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
191,1.1121632,1.0109832851353542,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
192,1.1106515,1.00960911322233,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
193,1.1145433,1.0131468536808255,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
194,1.112597,1.01137761984189,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
195,1.1148847,1.0134571945494544,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
196,1.112512,1.0113003527832094,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
197,1.1129813,1.011726957849547,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
198,1.1125975,1.0113780743539997,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
199,1.1129344,1.0116843246136398,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
200,1.1111776,1.0100873508643502,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
201,1.1112841,1.0101841619437557,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
202,1.1109691,1.0098978193145285,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
203,1.1104215,1.0094000376517833,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
204,1.1103237,1.00931113508309,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
205,1.1096468,1.0086958165887285,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
206,1.1092392,1.0083252983167508,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
207,1.1079613,1.0071636562663084,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
208,1.1120654,1.010894382566661,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
209,1.1121491,1.0109704678938554,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
210,1.110387,1.0093686763162013,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
211,1.1100281,1.0090424275237264,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
212,1.1077372,1.0069599439386585,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
213,1.1103758,1.0093584952449397,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
214,1.1123285,1.011133546838882,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
215,1.1114595,1.0103436047919032,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
216,1.108285,1.0074579074062475,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
217,1.1080896,1.007280284073705,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
218,1.1081108,1.007299555387164,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
219,1.1058232,1.0052200715820212,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
220,1.1078296,1.0070439377765652,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
221,1.107455,1.0067034173038398,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
222,1.1096871,1.0087324502647852,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
223,1.1080238,1.007220470280044,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
224,1.1059102,1.0052991566891412,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
225,1.1084666,1.0076229862045576,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
226,1.1073878,1.006642330876271,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
227,1.1068048,1.006112369756146,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
228,1.1057628,1.0051651665191472,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
229,1.1062745,1.005630314212403,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
230,1.1055763,1.0049956335021606,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
231,1.105848,1.0052426153826715,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
232,1.1073935,1.006647512314324,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
233,1.1035984,1.00319767449788,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
234,1.1060274,1.005405694327698,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
235,1.1051955,1.0046494770792724,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
236,1.1051103,1.0045720282157482,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
237,1.1059248,1.0053124284427497,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
238,1.106282,1.0056371318940511,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
239,1.1083684,1.0075337200261765,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
240,1.1093746,1.0084483801961075,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
241,1.1119789,1.010815751971651,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
242,1.1101223,1.0091280576052286,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
243,1.1100758,1.0090857879790092,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
244,1.1086859,1.0078223352159528,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
245,1.105297,1.0047417430375791,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
246,1.1019388,1.0016890579027522,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
247,1.1045491,1.0040618838236142,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
248,1.1013666,1.0011689142442004,2018-02-20_batchdata_updated_struct_errorcorrect.mat,0
